Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-07-23 00:00:00-04:00,234.87225974978296,237.02678812398293,234.42648353124224,234.71438598632812,1479600,0.0,0.0
2018-07-24 00:00:00-04:00,236.6831431991603,236.77601677234753,234.03640223901974,235.66159057617188,2476500,0.0,0.0
2018-07-25 00:00:00-04:00,236.63674496853562,237.0639436360768,234.74224563329219,236.6831817626953,3016900,0.0,0.0
2018-07-26 00:00:00-04:00,237.97402289127098,239.4784785209347,237.5561201241998,238.6705322265625,2021300,0.0,0.0
2018-07-27 00:00:00-04:00,239.4042150403339,239.4042150403339,237.17537649398764,237.6954345703125,1656800,0.0,0.0
2018-07-30 00:00:00-04:00,237.65825804705847,238.56837371485096,235.057953884327,235.7358856201172,1681500,0.0,0.0
2018-07-31 00:00:00-04:00,236.01449350025698,236.99889102722574,234.81650375926162,235.1601104736328,2355900,0.0,0.0
2018-08-01 00:00:00-04:00,237.83472740864295,237.83472740864295,234.77936517980598,235.29942321777344,3006700,0.0,0.0
2018-08-02 00:00:00-04:00,235.42019729767833,238.02048794324753,234.2407706452458,237.81617736816406,1854400,0.0,0.0
2018-08-03 00:00:00-04:00,238.15978989651822,239.190610194951,236.1631211333203,238.87486267089844,1422300,0.0,0.0
2018-08-06 00:00:00-04:00,238.20621195405676,239.17204624600876,237.2496735231265,238.4476776123047,1398100,0.0,0.0
2018-08-07 00:00:00-04:00,239.26491766076614,240.3793156727101,238.79128220959228,239.27418518066406,1462800,0.0,0.0
2018-08-08 00:00:00-04:00,239.70132327518354,240.99220068989703,239.52490033879576,240.35140991210938,1494300,0.0,0.0
2018-08-09 00:00:00-04:00,241.37302271278088,244.2612015220698,240.81580950508933,242.93319702148438,2315000,0.0,0.0
2018-08-10 00:00:00-04:00,241.91156531495062,242.84954010302553,240.6299838574709,241.79083251953125,1625000,0.0,0.0
2018-08-13 00:00:00-04:00,242.38521344934946,243.82465452997252,241.73512682782297,242.3016357421875,1635100,0.0,0.0
2018-08-14 00:00:00-04:00,242.2831245960379,245.4498956560914,242.24596949338948,244.6884002685547,1941600,0.0,0.0
2018-08-15 00:00:00-04:00,243.2953549140663,243.9547091235682,240.7043323524806,242.02304077148438,2017700,0.0,0.0
2018-08-16 00:00:00-04:00,242.91466251056892,244.93917667612664,242.80322552399429,244.33554077148438,2115900,0.0,0.0
2018-08-17 00:00:00-04:00,244.75335089630985,245.2920006132201,243.05388071455022,243.620361328125,1969700,0.0,0.0
2018-08-20 00:00:00-04:00,244.2426074247269,244.69765112227975,242.91460309114868,243.68539428710938,1786200,0.0,0.0
2018-08-21 00:00:00-04:00,243.1746235483429,243.79682266296376,242.13450750996336,243.02603149414062,1559300,0.0,0.0
2018-08-22 00:00:00-04:00,243.26752103453111,243.26752103453111,241.68875510186882,242.143798828125,2148500,0.0,0.0
2018-08-23 00:00:00-04:00,242.40378952968797,243.83396316737674,241.04792608517084,242.77528381347656,1603500,0.0,0.0
2018-08-24 00:00:00-04:00,243.0817177789143,245.89561389406043,243.0817177789143,245.4312744140625,2238600,0.0,0.0
2018-08-27 00:00:00-04:00,246.09997603887803,248.37525130470954,245.5613545991141,248.0316162109375,2614000,0.0,0.0
2018-08-28 00:00:00-04:00,249.38749363879373,249.9447067674241,248.2637715213941,249.35963439941406,2603900,0.0,0.0
2018-08-29 00:00:00-04:00,249.24821657440918,250.11188140251159,248.18950871464045,249.814697265625,2880600,0.0,0.0
2018-08-30 00:00:00-04:00,250.24186456951378,250.90124714190745,248.98814210518907,249.24819946289062,2976300,0.0,0.0
2018-08-31 00:00:00-04:00,249.14598546140465,250.00965007573927,248.14302467395677,249.31314086914062,2961500,0.0,0.0
2018-09-04 00:00:00-04:00,248.8859989889227,250.19543992184109,247.5579946767635,249.35963439941406,2097300,0.0,0.0
2018-09-05 00:00:00-04:00,249.40608102002219,249.62895495650815,247.89232940562894,248.5517120361328,2230600,0.0,0.0
2018-09-06 00:00:00-04:00,249.35305544767945,251.6080259970643,248.7380557242117,251.2632598876953,2556100,0.9,0.0
